 Neutron Energy  Cross Section
        eV            barn
   1.400000E+07   6.890000E-01  
   1.450000E+07   6.661500E-01  
   1.500000E+07   6.446200E-01  
   1.550000E+07   6.242900E-01  
   1.600000E+07   6.050700E-01  
   1.650000E+07   5.868038E-01  
   1.700000E+07   5.696100E-01  
   1.750000E+07   5.531659E-01  
   1.800000E+07   5.376400E-01  
   1.850000E+07   5.227535E-01  
   1.900000E+07   5.086600E-01  
   1.950000E+07   4.951201E-01  
   2.000000E+07   4.822700E-01  
   2.100000E+07   4.581500E-01  
   2.200000E+07   4.360200E-01  
   2.300000E+07   4.156500E-01  
   2.400000E+07   3.968700E-01  
   2.500000E+07   3.795000E-01  
   2.600000E+07   3.634500E-01  
   2.700000E+07   3.481100E-01  
   2.800000E+07   3.329500E-01  
   2.900000E+07   3.189100E-01  
   3.000000E+07   3.056690E-01  
   3.100000E+07   2.941866E-01  
   3.200000E+07   2.834800E-01  
   3.300000E+07   2.733923E-01  
   3.400000E+07   2.639490E-01  
   3.500000E+07   2.550341E-01  
   3.600000E+07   2.466590E-01  
   3.800000E+07   2.312710E-01  
   4.000000E+07   2.175050E-01  
   4.200000E+07   2.051280E-01  
   4.400000E+07   1.939580E-01  
   4.500000E+07   1.887745E-01  
   4.600000E+07   1.838390E-01  
   4.800000E+07   1.746410E-01  
   5.000000E+07   1.662530E-01  
   5.200000E+07   1.585780E-01  
   5.400000E+07   1.515380E-01  
   5.500000E+07   1.482352E-01  
   5.600000E+07   1.450620E-01  
   5.800000E+07   1.390920E-01  
   6.000000E+07   1.335750E-01  
   6.200000E+07   1.284640E-01  
   6.400000E+07   1.237190E-01  
   6.500000E+07   1.214765E-01  
   6.600000E+07   1.193080E-01  
   6.800000E+07   1.151970E-01  
   7.000000E+07   1.113610E-01  
   7.200000E+07   1.077740E-01  
   7.400000E+07   1.044150E-01  
   7.500000E+07   1.028174E-01  
   7.600000E+07   1.012650E-01  
   7.800000E+07   9.830760E-02  
   8.000000E+07   9.552690E-02  
   8.200000E+07   9.290890E-02  
   8.400000E+07   9.044090E-02  
   8.500000E+07   8.926185E-02  
   8.600000E+07   8.811170E-02  
   8.800000E+07   8.591080E-02  
   9.000000E+07   8.382850E-02  
   9.200000E+07   8.185630E-02  
   9.400000E+07   7.998660E-02  
   9.500000E+07   7.908986E-02  
   9.600000E+07   7.821240E-02  
   9.800000E+07   7.652760E-02  
   1.000000E+08   7.492620E-02  
